business_id,stars,text,date,year
PA61Rwk3AMwOEXHevA7nkg,5,"Maria is VERY good at what she does with great prices, too! I've always had a hard time finding someone to fix my jeans just right and she did it! I'm short with a small waist and a bit of a butt :) So that means every pair of jean I get have to be altered.  And Maria does a wonderful job with reasonable prices.  She's done more than10 pairs of jeans and a few shirts and only one needed fixing.  I even lost weight and had to get a pair redone, it was a bit of a challenge but she did a beautiful job.",2013/12/28 21:02,2013
l-nL4BmhzpZjcavooO48PQ,4,"ORDER In (Delivery) Review

I discovered this place from the front desk of the airport hotel and they recommended it highly. I called to place my order for Delivery to my room. They were very accommodating.

Won Ton Soup - nice broth and tender won tons.

Chicken with Diced vegetables and Cashews - again, fresh vegetables were used, and good sized pieces of chicken.

Crispy Beef - much like a Ginger Beef, nice serving of Beef with a sweet chilli sauce. Very tasty.

Broccoli in Garlic sauce - came with peppers,Onions , Broccoli was not over done.

All in all for Delivery , this was really good. I am used to going to Authentic Asian in Vancouver. This hit the spot, and they also sent me a nice tub of Chilli Oil because I like it Hot.",2015/10/17 1:38,2015
Naa6E0YU0Wr7jCuCE3pYtQ,5,"We purchased new office furniture from this location.  We were advised the shipment would arrive in 3 business days.  The shipment was delivered the same day as promised.  We received excellent service from the first step into their showroom at their location on Dean Martin, all thru the delivery.  Very positive experience and great pricing for the quality items we purchased.  Very pleased and will be purchasing more furniture from this store.",2015/7/3 21:48,2015
Ns4tjgLfqR1qawGlNFROBA,5,"Everything that my husband and I tried today was amazing. I am glad I got to try something different of what I normally would because i was really pleasantly surprised. We also order one sushi roll because we had to try at least one and we loved it! Definitely will be coming back to try more things. Place is really small, and there was only one server, but we came when it was really slow and the service was pretty fast. All in all very happy we got to try this place out.",2016/6/11 22:00,2016
ZlCSsWS07JulSBIQlrbF5w,5,"Called for a 5:15 morning reservation. The driver was here before 5 and didn't alert us, just parked outside quietly. Also he helped out with the luggage and responded to our request of stopping at a differmet place first. Overall 5 star service!",2015/5/26 10:36,2015
7Ka9Pd8X9SRHs1D5EcleLg,1,"If I could give less than one star, that would have been my choice.  I rent a home and Per my lease agreement it is MY responsibility to pay their Pool Service company.  Within the last year they changed to PoolServ.  I have had  major issues with new techs every week, never checking PH balances, cleaning the filter, and not showing up at all 2 weeks in the past 2 months. I have had 4 different techs in the past 4 weeks.   I have emailed and called them and they never respond back nor even acknowledged my concerns or requests.  I cannot change companies but I'm required to still pay for lousy or no service.  Attached are a couple pictures of my pool recently due to one tech just didn't put any chlorine in it at all according to the tech who came the following week to attempt to clean it up.  Please think twice before working with these people.  No one wants to work with a business that doesn't return phone calls or emails.",2017/8/7 21:36,2017
d4qwVw4PcN-_2mK2o1Ro1g,1,"10pm on a super bowl Sunday and they're already closed?? Weak, no wonder the hard Rock is dying off...",2015/2/2 6:28,2015
oVuZtlCFg_zF090Nhtp0Ow,4,"A close friend was in town and so instead of taking him to a more well established joint, we decided to try the newly opened Choolah. We were not disappointed.

I am a bit of an amateur chef myself and consider my palate to be fairly sophisticated when it comes to all kinds of South Asian cuisine. This is not authentic Indian food - we don't have rice and salad bowls - but it is good, wholesome, high quality Indian food.

I ordered a bowl of rice, yellow daal and the koftas (meatballs). The daal was perfect, the way daal should be cooked. The koftas were a little bland for my taste, but otherwise not bad...soft and the right texture. Paired with the many sauces and onions and the whole dish was wholesome and rich and very filling. My friend ordered the biryani, which, while not bad, still isn't the way real biryani should be, and I come from a city known for its biryani - but then I still haven't found a single place in America that makes biryani the way they do it back home.

The ambiance is good and there's plenty of room to sit. The line moves quickly and at most you'll face a 10-15 min wait on a crowded day. The only issue I had was with the music - being a designer, it bothers me that the music selection to go with such great interiors  could have been better...I would expect Bollywood classics or Indian classical fusion instead of the usual loud pop music.

Tldr: if you're looking for authentically prepared and presented Indian food you'll be disappointed. If you're looking for high quality Indian-American food, this is a great place to get it. Will be coming back to try their tikka masala and chicken next.

Update: went there again with a bunch of friends and tried their chicken tikka masala and pav bhaji. This is hands down the best Indian place in Pittsburgh - the bhaji is to die for. Make sure you sprinkle lemon on top and have the pav with mango chutney.",2018/2/1 19:15,2018
_iGvLfEsqDwPUxRUAe6tUw,1,"Tried to have my car repaired.  Even made an appointment.  I was told that all my appointment was for is to meet the service advisor, not get any work completed on my car.  Such a waste of time.  Even talked to the Service Manager, he didn't care.  Since that was the attitude of the service department, I can only expect that from the mechanics that would have worked on my car.  Went to another dealership, made an appointment and my car went in to be repaired.  Not told to come back later and they might get to my car. Very poor service.",2017/6/28 0:39,2017
poSV39UqEg-gpESXafS9-g,3,"My husband and I go there once a week since last year. We LOVE seafood. Unfortunately, I regretfully say that this place is a hit and miss for us. Some weeks are good, fresh and saucy. Some weeks can be completely opposite. I never thought about writing a review until our experience last week. 
We ordered medium chicken wings and hot trifecta 2 lbs of shrimp. The wings came out SUPER spicy (probably hot) and the shrimp came out plain ( 99% butter and 1% spices). When we ordered we asked to make sure we have enough sauce but they came in almost dry. My husband and I love this place but we just never know what we will get that night. We just dodge the bullet and hopefully they will be better than last week.",2018/3/4 1:03,2018
tOhRQqiupLyJdBJVQMGOEQ,5,"AMAZING. Simply amazing. Believe all of the hype and go out of your way to try this place. 

My partner and I lucked out and ended up staying just a stones throw away. So, our first morning in Mile End, we popped in to give it a shot. We ended up going every morning (and once in the afternoon) after that because it was just that damn good. 

It's cheap (like 85¢ and up), the staff speaks good English and those guys churn out wood fired bagel perfection 24 hours a day. 

I highly recommend the ""all dressed"" but just go and try everything. You won't be disappointed.",2013/12/29 0:34,2013
d4qwVw4PcN-_2mK2o1Ro1g,5,Holy heck this place is amazing. I love their chicken tacos they're by far my favorite. Great customer service and all round awesome experience.,2017/2/9 4:25,2017
9Jo1pu0y2zU6ktiwQm6gNA,4,"Coconut's Fish Cafe is a fantastic, Five Stars fish cafe.

The five of us drove here on our lunch hour and lucky us, there were only a few customers in line. Nice!  A good sign, when UR working against a clock. 

I ordered the Póke (Photo) for $11.99 which was outstanding.  I love fresh Tuna and Coconut's might be some of the best I've every had.  Order it and see!

My coworkers ordered, the Chicken Tacos for $11.99, Steak Tacos (Photos) for $11.49, Fish Taco for $10.99 and a cup of Chowder for $5.74. Add in a few IPAs, or soft drinks and we all averaged about $15 each.

I tried my friend Josh's Fish Tacos and his was great, too.  So why they Four Star review, Georgie? Well the non fish group thought theirs was average. Okay, so you go to a place called Coconut's Fish Cafe and you order chicken and steak?  I'm sorry, that is so LOL. 

Step away from the meat taco guys and no one will get hurt!  Order the Poke, Fish or Shrimp Tacos and you'll fall in love with Coconut's Fish Cafe as I did.

Enjoy!",2016/12/4 3:15,2016
veQpiduzq83yYc0jQzCIPQ,5,I love the classes at this gym. Zumba and. Radio Hip Hop are my favorite. This is such a great fun and I love that it is so reasonably priced!,2017/5/13 5:19,2017
XZbuPXdyA0ZtTu3AzqtQhg,4,"As the previous person posted, what more can really be said about this restaurant. I just came back from Vegas this morning and a truly truly horrible experience.  I only went out there for a concert and the concert and this restaurant were the best parts of my trip.  I went in here accidentally, meaning, i had no clue it was Bobby Flay's restaurant. I was hungry and Caesars Palace was a across from where I was staying and all the restaurants in my hotel were packed and had lines, I walked right in with no waiting. (I will assume now that since its Bobby's place this place can get crowded so I feel the need to note this was a Sunday about 11:45am) Once inside Caesars Palace, I went to the first restaurant I saw, which was this one.  I realized mid-meal it was his restaurant when the waiter at the table next to me was explaining to the recently seated couple that ""Mr Flay likes a little spice so beware all of our dishes have a little kick"" (they were an older couple). I know i'm slow after he said that, that's when i realized why they had his cookbooks in the front. :)  (but like i said had a horrible trip so i wasn't even looking for things like this) anyway onto the food.

FOOD: fantastic.  I went on sunday and i got the eggs and aged striploin tortilla (fancy name for steak and eggs) and  it was yummy.  It came with all this spices of sorts (well they werent spices). I am not really sure how to describe it, more like the consistency of salsa's but they werent salsa's, at any rate it was really good mix with the eggs.  I had a side of home fries which were a little burnt but oh well.  The steak was very good, very flavored, moist and tender. Overall very good. Had a cappuccino too, also very good. I wish i had tried the crabcake's but i knew i wasnt going to eat all that. waiters were awesome, just the right amount of attentiveness. (I personally hate when waiters/waitresses, come back every 5 minutes, is everything ok is everything ok...sheesh can i enjoy my meal?) 

Anyway like i said, i had a horrible experience in vegas and this and the concert i went to see were the best parts about my trip, very glad i blessed up on this place.

P.S.  Take notice, i have never eaten in a celebrity chef's restaurant and noticed that there were no salt and pepper shakers on any table.  ha just a fun tidbit, i thought that was funny and very interesting, almost as if the chef is subtly saying ""you will not mess up my dish with your spices""",2009/10/13 9:50,2009
qUWqjjjfpB2-4P3He5rsKw,4,"In the heart of Chinatown, I discovered it enroute to Kensington Market one day. It's quite hard to see, if you don't know it's there. First experience was very positive - would definitely return!

ATMOSPHERE: Small space. Think Banh Mi Boys, and other trendy over-the-counter eateries. Vibe is casual. Free WiFi is nice.

SERVICE: Okay. Staff does their job, but not overly helpful upon entering the space. Maybe because it's an over-the-counter style place, but it would have been nice to be walked through their ordering process and menu.

PRICE: Average. Depends on the size of pizza you order.The small pizza ($7-9.50) is filling for one. Large size pizza ($13-18.50) is good for sharing... or one VERY hungry person.  Pasta portions are very generous for the price tag ($9-14)


FOOD: My friends and I were here for the first time, and we thought it was a pizza place so we all ordered pizza. It wasn't until we were waiting for the food to come, that we looked around and realised EVERY other table around us only had pasta on them. Guess we gotta come back to try! We did notice that the menu said their pasta is homemade. So will definitely come back.

Here's the pizza we ordered:

Peking Duck Pizza - Very tasty! Rich flavours that work well. But it's heavy, so come hungry - or order to share.

Margherita - Good, but not the best. I recommend trying the more ""special"" toppings instead.

Shall return, and/or try other locations.",2017/6/6 19:04,2017
d_q4avZYM1sOlQP7noJKVg,4,Always a fun outing to come for great hot dogs and ALL the fixings!  A great place to bring out of town company for a good lunch a new experience.,2018/4/15 11:13,2018
wkzWdo1mBqbzR2KPoXtWZw,4,"Was a Chicago style deep dish.  Homemade type crust, good sauce. I ordered extra cheese, Italian sausage, canadian bacon and jalepeno!!
Was GOOD AND definitely filling!!!",2010/8/21 1:19,2010
r4HkiC71nB9k8Fe8zIORFQ,5,"First time eating there and everything was so yummy! Great pizza and Salad, my son had the meatball sub he said it was very good, must have been because he wouldn't share. Highly recommend.",2015/12/5 2:16,2015
oyjkEn5fAqcGNsBbqc8LTw,1,"Just... not good.  We want it to be - we have been several times hoping, but the experience is always at best, lackluster.  The food is not great, very run-of the mill on a good day and the serve staff though very nice is always - and I have never had the same person twice - always totally lost and under-trained.  It blows my mind because they can't possibly know alcohol laws if they don't know anything about the menu - going to bite that company one day.  I am not sure but I think someone I know told me they do the shared tip thing and I thought maybe that may be why but I know another place that does that and the service is excellent.  I don't know what the problem is - I have worked in the industry before while in college and I would say front of the house training needs big overhaul.  At any rate, they have lots of TV's and it is closer to us but just plain not good.  I wish they would switch locations with Wild Wing Cafe - also chain-y but much better food and service.",2016/4/11 16:42,2016
PL3cimEUfNHlenOGSOAdJg,4,"This was our choice, by default, for New Year's Eve dinner this year. See, we chose not to make reservations, but instead just wing it and see where we could get in. They had some early dining availability, so we jumped on it. Their special New Year's ""Paint the Town Gold"" menu did not disappoint.

Located in the beautiful Mandalay Bay restaurant row, Kumi is a gorgeous display of style and food artistry. Every course was surprisingly delicious, and plated interestingly.

Service was very good, seriously on point. Right up until the dessert course...after 30 minutes of waiting for it, we finally requested the check as we had an event to get to. One of our attendants felt bad and offered to quickly grab it for us but we were in danger of being late so we opted not to take him up on it. 

It's a beautiful, albeit very pricey experience for dinner. We would return for special occasions only.",2017/1/2 5:24,2017
YyxB3K1ORzc7ChMKgyxm9Q,5,The employees are so friendly and hard working! Keep it up! The store is very clean... I love subway sooooooooo much!!! :),2014/10/27 4:30,2014
LkMtMHVetws5_7QfRjPtlg,2,"This actually used to be one of my favorite hotel/casinos back in the day.  Oh, how things have changed.

There are some goods, however.  If you are a conventioneer, you have instant and direct walking access to the main convention center.  But don't think about parking here for said conventions.  $30 a day for parking, Hilton?  Seriously?  That's robbery.  And greed.

The biggest disappointment is the killing off of Star Trek: The Experience over two years ago.  Despite this place being off-Strip, I made it a point to go here because they had such a fun and unique attraction here.  It would be one thing if they had something in mind to replace it, but either poor planning or the economy.... It's dead, Jim. 

The ""Space Lounge"" is still there.  An entire casino area with a heavy sci-fi theme to it.  Except there's no casino here.  It's a huge space themed area with a ghost town bar, no slots, a few couches, a makeshift stage, beer signs, and a few remnants of Star Trek themes.  All of this space, and nothing.  No life to it.  Couches and beer signs only make the emptiness and waste of the area seem more empty and pathetic.

With their main draw gone, what has replaced it as the headliner?  Benihana's.  Nothing wrong with the restaurant, but it's hardly unique or exclusive, even in Vegas.  The Hilton has a Pizza Hut Express here too.  Maybe they should promote that as their ""big draw"" on the marquee as well.  A huge Benihana sign covers up the old entrance to Star Trek.  With couches pushed in front of the entryway.  Again, just sad, and I'll be a big man in saying that they kind of broke my heart getting rid of one of my most beloved hang-outs here.

The arcade is dead as well.  Another blanketed off space that sits and collects dust.  Again, with two-plus years, no suitable replacement has been found for anything in this section.  A few shops that fluctuate, but that's it.  This is a lot of dead space to go unused.  

There's also the issue of the Men's bathroom in the main casino area.  Above every urinal is a picture of a lust-crazed girl staring over your bits with a camera, magnifying glass, tape measure, etc, while you pee.  The first time I saw this, it was ""ha ha"" funny, then when the laughter died, it just turned creepy and weird for me.  I actually selected a urinal based off which girl creeped me out the least.  She merely looked like she was casting spells at my nethers.  I could live with that.

Ladies: I must know.  Is there something like this in the girl's restroom?  When you close the stall door to do your business, is there a picture of some crazed guy making grabbing motions where your boobs would be?  Please message me and let me know.  I'd really like to know what the Hell you get in your bathroom after my gender's discovery.

As critical as I am being, there looks to be some sort of steampunk-themed club called ""Triumph"" there.  I want to check this out.  Atonement for the death of my beloved Warp Core Breach booze bowl?  We'll see, but it's going to have to be pretty good to replace the hole in my heart from that much booze for so cheap a price.

The sad part is, Hilton's one of those ""history rich"" casinos here.  Look up the history on this place.  A lot of awesome stars and vintage Vegas stuff happened here, which makes you wonder why this isn't represented more.

This place is great for convention visitors to stay, but that's about it as far as I can see.  They need to figure themselves out for everything else.",2011/1/9 0:09,2011
ZbHE1ZncONeH-q93GuVGdA,1,"Horrible- Unclean, rancid, foul odors, unkempt, and poor service. The restaurant was nearly empty, and the cashier didn't even look up to say hello as my husband stood hungrily grinning at the counter. Needless to say, I talked him into driving up the road to the other location. This one is unacceptable.",2017/10/2 3:18,2017
wSAGILK2CFbq5BVZ5D67-A,3,The service is attentive. The decor attractive. But the menu is far too doused in polenta and paprika. The fingerling potatoes? Drenched in paprika. The aioli?Mixed with paprika. The appetizer? Fried polenta. The fish? Polenta crusted. It's worth a try. But be forewarned. The chef must shop at Costco.,2015/6/21 0:07,2015
JHyv6TwbNfIcjpos8_espA,5,"This is a wonderful nail shop! Eric the owner is so hospitable, he takes time and effort on your nails to perfect them! I love my nails, they're so cute and symmetrical. Definitely will be coming back to this spa and salon! If you're thinking about going, Don't even question it, just go!",2015/7/28 7:19,2015
WUmosjOxt_8nWByHgm8Kkg,5,"Who knew?
 
I did! 

I remember eating many many many times way back in the early childhood of Chipotle back in Denver. Like the picture on the wall in every Chipotle. (yep on evans and university) I had a feeling this place was going somewhere and Chaching!

Anyway, long story short, as we all have eaten at a Chipolte somewhere. It simply is the best quick healthyish mexican there is period! 

On a side note if you are one of those wierd vegan people this is my favorite burrito (veggie fajita black w/ all the salsas no queso or crema greens and of course 3 lbs of guac!) Yuuuuuuuuuuuuummmmmmmmmaaaaaeeeeeee!!!!!",2011/1/8 23:13,2011
oCvxJBOs-Mbg-4oanPO7lQ,4,"The ingredients are always fresh and I like that I can customize everything. The price for the pita/salad is reasonable, but after the delivery fee of $3, it can be pricey. Definitely a great option if I forget my lunch at home.",2016/10/26 14:53,2016
3n685UjMonF4fjBcILXkJg,4,"Room was very clean.  Staff was exceptionally nice for a mid-level hotel.  It had a parking lot right out the front door.  The free breakfast seemed generous (I didn't partake).

What more can one ask?  

I'd stay here again.",2017/8/16 11:21,2017
k1c_bC3DK6mKg797vH1T8w,5,"A very busy restaurant, make reservations, but well worth it.    Our party ordered the short ribs, salmon and steam bass for our main entrees and each dish was outstanding.   Will definitely go back to this restaurant when we are back in the Phoenix area.",2015/3/18 17:46,2015
7EZ4Eu7YJ1ltRCC5jXFJrQ,1,"There wasn't one specific thing that made this buffet so horrible... It's just the accumulation of everything being less than average quality. There are plenty of options, but none of them were flavorful, hot, or worth filling up on.

Some others have commented on the dessert section being worthwhile, but to us everything tasted unthawed and on the stale side. The Asian section had probably the best offerings but all were still fairly bland.

The worst part is that when I was going to grab a slice from the pizza station, someone had placed the tongs directly on TOP of the pizza... So all the hand germs were in direct contact with the food! There were two workers right there who didn't think this was disgusting.. I would have discarded the slices.

My husband and I both left with unsatisfied stomachs and looked forward to the second dinner we would have a few hours later at a much better establishment.",2013/4/10 16:19,2013
_ZfjpSEO5ntk-1hbnwCR4g,3,"I stayed here back in April. Friday-Sunday. It's a nice hotel and the room had a great view. This is just another building that is part of the Palms. It has no casino and is just used for rooms. 

We had the two room suite with 3 bathrooms, and 2 full kitchens. The main bathroom had a huge shower. I swear you can fit around 12+ people if thats what you want to do ;) They also have a tub in the middle of the room so you can watch your girl take a bath? lol The place was beautiful but was it worth the $2000?? I'd say yes, but the only major downside is that it's far from the strip. Would I do it again? Probably not since you can get a nice suite for the same price at a nice hotel and be on the strip. Another downside was that you cannot go out onto the patio. They lock all the sliding doors. That was a big downside for me!",2012/8/15 1:33,2012
VnOGWODJ7ZREYij0rpB-Xw,3,"Had brunch here Sunday with a friend. The meal was very good. I mean the options were limited but over all a solid brunch! I've only come to Brewsters on one other occasion so I can't speak to the service before as it was at another location in Calgary. The place wasn't busy. The staff was rather slow but the food was good so no complaints on that.

I had the southwestern omelette and I LOVED the salsa inside it was so yummy and really added a nice touch to the meal. Prices were also fair. I decided to branch out from my usual egg benny. It was a nice change.",2013/11/14 5:08,2013
YJ2Y_asLIlbo-uijVugLow,5,"As a spicy food fan, when I see a restaurant called Hot & Spicy, I add it to my must try list.

I decided to give Radica's a shot shortly after seeing the title of the restaurant. On first glance, the restaurant was super clean and new. A really nice environment for a fast food style joint! 
 
Between my fiance and I, we ordered two roti's - one spicy chicken and the other a medium goat roti. Oh boy, the roti's were awesome! Fresh, packed with flavor and actually spicy.  Portions were huge as well! 

We also tried a shrimp double. This was my first time trying a double. It was ok, but the real star of the show was the roti's.

If you're looking for genuinely good roti with a kick of spice, I'd say this is the spot!",2015/6/8 18:24,2015
9Eghhu_LzEJgDKNgisf3rg,3,"Was super excited to bring my boyfriend to this Scaddabush location after going to the Richmond Hill location months back with friends and have been craving their mozzarella balls ever since! 

We arrived and were seated at 8:15, and since reviewing the menu before hand, we placed out order with our waitress right away. We ordered the 'Naked' mozzarella to start and for mains the Penne Bolognese and Margherita pizza. 

The waiting game was okay, we got our appetizer about 25 mins of waiting. Once arriving, the first thing I noticed was how small the mozzarella ball was compared the he Richmond Hill location. However, it was delicious ! I was reminded on why I chose this restaurant for dinner. 

As for the mains, we waited and waited and waited. We had seen a male (possibly manager?) walk around with pizza slices and deliver them to some tables, however not ours. As he went to the table next to us we could overhear him apologizing for the wait time for their meals. 

At around 9:05 our meals did arrive. The pizza was good,  definitely not enough cheese but will do. My boyfriend did really like his pasta. 

Overall, I would say I would come back to Scaddabush. Possibly just for the mozzarella balls but as our mains were just okay and nothing special, wouldn't choose this location for a full dinner again.",2016/8/25 16:25,2016
IhNASEZ3XnBHmuuVnWdIwA,5,"If you are looking for something refreshing and delicious, this is your one stop shop! I've tried two drinks here and their delicious Japanese styled crepe that was filled with nutella and mouthwatering strawberries and bananas. There are other options as well. Their drinks are very customizable and if you think it's not perfect even after you get it, you can get it adjusted. The service is super friendly and the aura is welcoming. It's a clean environment where all the senses are in for a treat though the mesmerizing smell from the freshly made crepes, the refreshing sip from their drinks, to the perfect texture of their boba. I'm not from the area but anytime I'm on my way to Vegas, I'm stopping by first to get my boba fix. 

Try the Hawaiian Paradise. You won't regret it.",2015/7/16 6:46,2015
nJcyfIRGbI31EGLzillWYg,1,A margarita in clear plastic dickie cup??? Wtf?? The drunkin shrimp plate should of been called the goldfish feeder shrimp platter..,2015/1/18 16:12,2015
8OeHn9KCbICuRBs_XiDDUA,4,"Happy to give a strong recommendation to this place - fun atmosphere, great service, excellent food... and really loved the made-at-the-table s'mores!

I recommend this for anyone who has out of town guests for a little bit of the 'old west' and good fun.  All you can eat BBQ on Saturday and Sunday during the day.",2013/6/24 4:49,2013
KalAJyO0Zpg3K1wVwYXBHA,5,"I have been coming to this sweet little place for years and think they deserve my compliments.
The food is french in a not too serious and snobbish way. 
The wine is best enjoyed outside in the evening overlooking the ""lake"". They have live music (jazz guitar or piano) outside in the evenings most nights as well. Probably,one of the more romantic night spots on the west side. 
They also have a fantastic lunch menu, with a lobster salad croissant that is true bliss..... mmmmmm....
Look them up for their specials, like wine tastings and discounted days.",2009/5/20 2:16,2009
77KuSFMOXqRGqcV9NJjzDA,3,"Food was piping hot, which is great!! Had the buffet...and it truly is all you can eat!! You order whatever you want off the menu (except chitlins) and they bring it out to you!!! Mac n cheese, greens, and black eyed peas were pretty good!! Fried chicken was pretty good too! Will come back!!",2015/7/3 21:35,2015
FooKqQJ3UnsIG2slFPuLRA,1,The tables and floor were dirty. I was the only customer on a Saturday nite and  the person working the counter ignored me I had a corned beef sandwich. I took three bites  and threw it in the trash,2012/12/2 6:50,2012
u8CFMZ9rCMDvKGDyqt6MEQ,5,"If you are looking for a fresh yummy breakfast on the weekend in Waunakee you must try Cuco's. They have your traditional American breakfast choices or some tasty Mexican dishes. The food is fresh and comes out sizzling hot. 

The service is excellent and the restaurant is very clean.",2017/5/13 15:10,2017
bM3ARXFMxGrntnHS6a7vEQ,5,"So I don't give out 5 stars frivolously, but this place deserves it. Everything I had (summer rolls, vegan pizza burger and chocolate chip cookies) was delicious. The service was great and the waitress helped me narrow down the never ending yummy looking options on the menu. They even gave me a smoothie sample while I waited.

Next time I'm in Cleveland, I'll definitely stop back in. I may even be coming for dinner today.",2014/9/9 18:06,2014
nIIuxIn5RU0j-XkDWh3hlA,1,"Passed by here after we went to raijin ramen and thought everything looked super cute. Bought 3 bread, the charcoal salted egg, an almond croissant and a coffee walnut bread. All three, after discount came to almost 20$. I was quite excited but upon trying them all, the croissant was pretty good (but I've had better, ie nadege, etc) but the other two were very mediocre. The salted egg bread was very one dimensional as the bread itself wasn't very flavourful. I thought it would be closer to a moon cake concept where bread is a bit sweet and counterbalanced the salty egg yolk but instead the egg yolk overpowered everything else. The walnut bread was also very weird as the coffee had a weird after taste. 

For the price I would def not come back.",2018/10/4 14:12,2018
